Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A673572,MAGGIE DUTCHES,DOG,BL BRINDLE,,Spayed,2017-04-26,2022-04-26,NORMAL,STRAY,FIELD,,2022-05-03,"401 GOLDEN AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7717256,-118.2023126,Alive on Intake,False,1,"33.7717256, -118.2023126"
A694322,*GILLIGAN,DOG,WHITE,BLACK,Neutered,2019-01-01,2023-03-07,NORMAL,STRAY,FIELD,,2023-05-17,405 FREEWAY AND 710,LONG BEACH,ADOPTION,,33.8140054,-118.1688496,Alive on Intake,False,1,"33.8140054, -118.1688496"
A710025,,DOG,WHITE,,Female,2023-09-08,2023-11-08,NORMAL,STRAY,OTC,,2023-11-08,"6200 BLOCK DE FOREST AVE, LONG BEACH CA",LONG BEACH,RESCUE,,33.8659722,-118.1926371,Alive on Intake,False,1,"33.8659722, -118.1926371"
A694323,*MARY ANN,DOG,WHITE,BLUE,Spayed,2017-03-07,2023-03-07,NORMAL,STRAY,FIELD,,2023-04-05,405 FREEWAY AND 710,LONG BEACH,ADOPTION,WEB,33.8140054,-118.1688496,Alive on Intake,False,1,"33.8140054, -118.1688496"
A710027,,DOG,WHITE,,Female,2023-09-08,2023-11-08,NORMAL,STRAY,OTC,,2023-11-08,"6200 BLOCK DE FOREST AVE, LONG BEACH CA",LONG BEACH,RESCUE,,33.8659722,-118.1926371,Alive on Intake,False,1,"33.8659722, -118.1926371"
A694326,*SKIPPER,DOG,WHITE,BROWN,Neutered,2019-01-01,2023-03-07,NORMAL,STRAY,FIELD,,2023-08-10,405 FREEWAY AND 710,LONG BEACH,ADOPTION,WEB,33.8140054,-118.1688496,Alive on Intake,False,1,"33.8140054, -118.1688496"
A694324,*GINGER,DOG,BLACK,WHITE,Spayed,2022-02-04,2023-03-07,I/I REPORT,STRAY,FIELD,,2023-05-20,405 FREEWAY AND 710,LONG BEACH,ADOPTION,,33.8140054,-118.1688496,Alive on Intake,False,1,"33.8140054, -118.1688496"
A709286,*CRUIZE,DOG,BLACK,BROWN,Male,2021-10-25,2023-10-25,NORMAL,OWNER SURRENDER,OTC,,2023-11-12,"6200 BLOCK LEMON AVE, LONG BEACH CA",LONG BEACH,ADOPTION,,33.867335,-118.1792011,Alive on Intake,False,1,"33.867335, -118.1792011"
A694327,PROFESSOR TOSHIO BODEN,DOG,WHITE,BLUE,Neutered,2019-01-01,2023-03-07,NORMAL,STRAY,FIELD,,2023-06-25,405 FREEWAY AND 710,LONG BEACH,ADOPTION,,33.8140054,-118.1688496,Alive on Intake,False,1,"33.8140054, -118.1688496"
A716488,*MINNIE,DOG,BLACK,,Spayed,2021-03-06,2024-03-06,I/I REPORT,STRAY,OTC,,2024-06-13,405 FREEWAY AT LONG BEACH BLVD,LONG BEACH,ADOPTION,WEB,33.8073898,-118.1536367,Alive on Intake,False,1,"33.8073898, -118.1536367"
A712403,CHICO,DOG,BLACK,WHITE,Male,2019-12-28,2023-12-30,NORMAL,STRAY,OTC,,2023-12-30,"6200 BLOCK OBISPO AVE, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8679403,-118.1553992,Alive on Intake,False,1,"33.8679403, -118.1553992"
A736254,,DOG,BROWN,,Female,2023-01-30,2025-01-30,ILL MILD,STRAY,FIELD,,2025-02-04,405 IN SIGNAL HILL,SIGNAL HILL,RESCUE,ONEDANE,33.8044614,-118.1678456,Alive on Intake,False,1,"33.8044614, -118.1678456"
A575586,LUCY,DOG,TRICOLOR,,Spayed,2015-05-19,2020-07-01,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG ANIMAL,2020-07-02,"6200 BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8685276,-118.1961768,Alive on Intake,False,1,"33.8685276, -118.1961768"
A692841,,DOG,BLACK,,Male,2022-09-02,2023-02-02,NORMAL,STRAY,OTC,,2023-02-05,6200 DEFOREST AVE LB CA 90805,LONG BEACH,RESCUE,HOOLA DOG,33.8659722,-118.1926371,Alive on Intake,False,1,"33.8659722, -118.1926371"
A595637,WEDNESDAY,DOG,BLACK,,Spayed,2014-08-20,2017-08-20,NORMAL,STRAY,FIELD,,2017-10-06,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,33.831301,-118.20166,Alive on Intake,False,1,"33.831301, -118.20166"
A692844,,DOG,BLACK,,Female,2022-09-02,2023-02-02,NORMAL,STRAY,OTC,,2023-02-05,6200 DEFOREST AVE LB CA 90805,LONG BEACH,RESCUE,HOOLA DOG,33.8659722,-118.1926371,Alive on Intake,False,1,"33.8659722, -118.1926371"
A591441,COOPER,DOG,TAN,,Neutered,2015-06-07,2017-06-07,NORMAL,CONFISCATE,VICIOUS,,2017-06-16,"6200 E APPIAN WAY, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.75216,-118.1147428,Alive on Intake,False,1,"33.75216, -118.1147428"
A644198,*LIAM,DOG,BROWN,,Neutered,2018-06-21,2020-09-11,BEHAVIOR  MODERATE,RETURN,ADOPTION,AGG ANIMAL,2021-01-06,"4100 BLK FLORAL DR, LOS ANGELES, CA 90063",OUT OF AREA,RESCUE,LIVELOVE,34.0439025,-118.1778999,Alive on Intake,False,1,"34.0439025, -118.1778999"
A604268,ROCKY,DOG,BROWN,,Neutered,2016-12-25,2021-07-30,NORMAL,STRAY,OTC,,2021-07-31,"4100 BLK GAVIOTA AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8330689,-118.170151,Alive on Intake,False,1,"33.8330689, -118.170151"
A622066,BUTTONS,DOG,CREAM,WHITE,Neutered,2015-02-17,2019-02-17,NORMAL,STRAY,FIELD,,2019-02-17,"4100 BLK GREEN AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RETURN TO OWNER,WALKIN,33.8016366,-118.0613273,Alive on Intake,False,1,"33.8016366, -118.0613273"
A621236,IKE,DOG,TRICOLOR,,Male,2018-02-03,2019-02-03,NORMAL,STRAY,FIELD,,2019-02-03,"6200 MRYTLE AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.867659,-118.1818377,Alive on Intake,False,1,"33.867659, -118.1818377"
A635280,*BISON,DOG,WHITE,BROWN,Male,2016-10-23,2019-10-23,ILL MILD,STRAY,OTC,,2019-11-01,"6200 N SAINT LOUIS PL, LONG BEACH, CA 90805",LONG BEACH,RESCUE,BULLDOGRES,33.868311,-118.1674294,Alive on Intake,False,1,"33.868311, -118.1674294"
A719496,*GUINEVERE,DOG,BLACK,WHITE,Spayed,2017-04-26,2024-04-24,NORMAL,STRAY,OTC,,2024-08-01,"6200 PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8674093,-118.1594036,Alive on Intake,False,1,"33.8674093, -118.1594036"
A638639,*DEAN,DOG,BLACK,,Male,2016-01-17,2020-01-17,INJURED  MILD,STRAY,FIELD,,2020-06-09,"4100 BLK HATHAWAY AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LIVELOVE,33.7922575,-118.1456475,Alive on Intake,False,1,"33.7922575, -118.1456475"
A642300,GLENN KOKO,DOG,GOLD,,Neutered,2020-03-01,2020-05-01,NORMAL,STRAY,FIELD,,2020-05-07,"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,FOSTER TO ADOPT,,33.8030077,-118.0613704,Alive on Intake,False,1,"33.8030077, -118.0613704"
A720458,BOY/KRATOS,DOG,BLACK,,Neutered,2018-05-09,2024-09-29,NORMAL,WELFARE SEIZED,POLICE,,2024-10-03,"6204 E MARINA DR LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.7577037,-118.115522,Alive on Intake,False,1,"33.7577037, -118.115522"
A657770,BALU,DOG,GRAY,,Male,2018-05-22,2021-05-22,WELFARE SEIZURES,CONFISCATE,POLICE,,2021-05-23,"4100 BLK N BELLFLOWER BLVD, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8323621,-118.1250933,Alive on Intake,False,1,"33.8323621, -118.1250933"
A632626,,DOG,BLACK,WHITE,Female,2019-02-27,2019-08-27,ILL MODERATETE,STRAY,FIELD,,2019-09-03,"6255 DE FOREST AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8679542,-118.1918478,Alive on Intake,False,1,"33.8679542, -118.1918478"
A492200,PERLA,DOG,WHITE,,Spayed,2010-07-20,2020-05-26,ILL MILD,STRAY,FIELD,,2020-05-28,"6255 DE FOREST AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8679542,-118.1918478,Alive on Intake,False,1,"33.8679542, -118.1918478"
A584693,,DOG,BR BRINDLE,WHITE,Male,2013-01-16,2017-01-16,INJURED  MODERATE,STRAY,FIELD,,2017-01-23,"62ND PL / BAY SHORE WALK, LONG BEACH, CA 90803",LONG BEACH,RESCUE,,33.74956390000001,-118.1220219,Alive on Intake,False,1,"33.74956390000001, -118.1220219"
A623572,,DOG,WHITE,BLACK,Male,2018-12-21,2019-03-21,NORMAL,STRAY,FIELD,,2019-03-27,"630 E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7894268,-118.1841017,Alive on Intake,False,1,"33.7894268, -118.1841017"
A500004,ZEUS,DOG,BR BRINDLE,,Male,2011-03-28,2017-02-18,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-02-24,"4100 BLK PINE AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,OTHER RESC,33.8310946,-118.1932404,Alive on Intake,False,1,"33.8310946, -118.1932404"
A725044,*DAMIEN,DOG,BROWN,BLACK,Neutered,2021-07-18,2024-07-18,NORMAL,STRAY,OTC,,2024-08-24,"6300 BLK CALIFORNIA, LB 90805",LONG BEACH,ADOPTION,WEB,33.8640647,-118.1766294,Alive on Intake,False,1,"33.8640647, -118.1766294"
A692226,*CRAIG,DOG,BROWN,,Neutered,2022-01-21,2023-01-21,NORMAL,STRAY,OTC,,2023-02-02,"4100 BLK W. CERRITOS AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,TRANSFER,SPCALA,33.8103558,-118.061935,Alive on Intake,False,1,"33.8103558, -118.061935"
A615003,SAM,DOG,TAN,WHITE,Male,2013-09-20,2018-09-20,FRACTIOUS,OWNER SURRENDER,,AGG ANIMAL,2018-11-02,"4100 BLK WALNUT AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,BEH MODERA,33.83307120000001,-118.1719521,Alive on Intake,True,0,"33.83307120000001, -118.1719521"
A690371,*MERRY,DOG,BL BRINDLE,,Spayed,2020-12-11,2023-02-10,NORMAL,RETURN,ADOPTION,OTHER PET,2023-02-10,"6300 BLK CORONADO AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8692758,-118.1544621,Alive on Intake,False,1,"33.8692758, -118.1544621"
A601796,BUDDY,DOG,BLACK,BROWN,Neutered,2016-11-03,2018-01-05,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2018-01-28,"6300 BLK E ELIOT ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,SPCALA,33.7694007,-118.1060752,Alive on Intake,False,1,"33.7694007, -118.1060752"
A685830,*GARRETT,DOG,BLACK,,Male,2019-10-04,2022-10-04,NORMAL,STRAY,FIELD,,2023-02-04,"6300 BLK E VISTA ST, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,,33.7679601,-118.1062872,Alive on Intake,False,1,"33.7679601, -118.1062872"
A606006,BLUE,DOG,BLACK,,Spayed,2013-04-08,2018-04-08,INJURED  MILD,STRAY,FIELD,,2018-04-11,"4100 E DONALD DOUGLAS DR, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8182584,-118.1440174,Alive on Intake,False,1,"33.8182584, -118.1440174"
A653871,CECE,DOG,BLACK,BROWN,Female,2016-02-10,2021-02-10,NORMAL,STRAY,FIELD,,2021-02-14,"6300 BLK MYRTLE AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8693271,-118.1818623,Alive on Intake,False,1,"33.8693271, -118.1818623"
A432360,COFFEE,DOG,BROWN,,Male,2007-05-07,2018-05-01,NORMAL,STRAY,FIELD,,2018-05-03,"4100 E FOUNTAIN ST, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7835037,-118.1445663,Alive on Intake,False,1,"33.7835037, -118.1445663"
A655734,*LORELEI,DOG,TAN,TAN,Spayed,2020-10-01,2021-03-31,NORMAL,STRAY,OTC,,2021-04-07,"6300 BLK MYRTLE AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8693271,-118.1818623,Alive on Intake,False,1,"33.8693271, -118.1818623"
A619360,,DOG,TAN,,Neutered,2010-12-28,2018-12-27,NORMAL,STRAY,OTC,,2019-01-02,"6300 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.869404,-118.1596957,Alive on Intake,False,1,"33.869404, -118.1596957"
A586765,,DOG,TAN,,Female,2016-09-08,2017-03-08,NORMAL,STRAY,FIELD,,2017-03-16,"4100 HATHAWAY AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7922575,-118.1456475,Alive on Intake,False,1,"33.7922575, -118.1456475"
A653063,BAMBINO,DOG,WHITE,,Male,2015-01-10,2021-01-10,INJURED  SEVERE,STRAY,FIELD,,2021-01-14,"6300 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.869404,-118.1596957,Alive on Intake,False,1,"33.869404, -118.1596957"
A702177,*TULIA,DOG,TAN,,Spayed,2021-07-02,2023-07-02,INJURED  MILD,STRAY,FIELD,,2023-07-12,6300 BLK ORANGE,LONG BEACH,ADOPTION,,33.7700504,-118.1937395,Alive on Intake,False,1,"33.7700504, -118.1937395"
A708096,ASPEN,DOG,WHITE,BLACK,Neutered,2022-10-04,2023-10-01,NORMAL,STRAY,OTC,,2023-10-07,6300 BLK ST LOUIS AVE LONG BEACH CA 90805,LONG BEACH,ADOPTION,,33.8696244,-118.1679018,Alive on Intake,False,1,"33.8696244, -118.1679018"
A572650,JET,DOG,BLACK,WHITE,Neutered,2015-07-10,2021-03-15,NORMAL,OWNER SURRENDER,OTC,,2021-06-11,"6300 E DAYMAN ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,BEH SEVERE,33.790063,-118.109959,Alive on Intake,True,0,"33.790063, -118.109959"
A736734,*JESS,DOG,BROWN,,Spayed,2024-12-10,2025-02-16,NORMAL,STRAY,OTC,,2025-02-26,"4200 BLK CEDAR AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,33.8318361,-118.1964786,Alive on Intake,False,1,"33.8318361, -118.1964786"
A690154,*LEWIS,DOG,RED,,Neutered,2021-12-06,2022-12-06,INJURED  MILD,STRAY,FIELD,,2023-01-20,"6300 LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8691615,-118.1801218,Alive on Intake,False,1,"33.8691615, -118.1801218"
A725778,MISSY,DOG,TAN,BLACK,Female,2012-07-28,2024-07-28,NORMAL,STRAY,FIELD,,2024-07-28,"4200 BLK E ANAHEIM ST, LONG BEACH, CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7822321,-118.1432879,Alive on Intake,False,1,"33.7822321, -118.1432879"
A632391,MISSY,DOG,WHITE,BLACK,Female,2019-02-22,2019-08-22,NORMAL,OWNER SURRENDER,OTC,,2019-08-22,"638 NEBRASKA AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.774911,-118.173316,Alive on Intake,False,1,"33.774911, -118.173316"
A621473,,DOG,WHITE,,Male,2014-02-08,2019-02-08,NORMAL,STRAY,OTC,,2019-02-14,"63RD ST / ORIZABA AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8692433,-118.1578556,Alive on Intake,False,1,"33.8692433, -118.1578556"
A709679,DUECE,DOG,GRAY,WHITE,Male,2020-11-02,2023-11-02,FRACTIOUS,STRAY,OTC,,2023-11-09,4200 BLK LONG BEACH BLVD LONG BEACH CA 90807,LONG BEACH,TRANSFER,OTHER SHEL,33.83507,-118.189,Alive on Intake,False,1,"33.83507, -118.189"
A696404,*BILLY,DOG,GRAY,WHITE,Male,2022-04-08,2023-04-08,INJURED  SEVERE,STRAY,FIELD,,2023-04-13,"4200 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,RESCUE,FOLBA,33.83507,-118.189,Alive on Intake,False,1,"33.83507, -118.189"
A590604,CHEVY,DOG,WHITE,,Male,2012-05-21,2017-05-21,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-06-05,"4200 BLK MONTAIR AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,BULTERRSC,33.8337248,-118.1268262,Alive on Intake,False,1,"33.8337248, -118.1268262"
A583990,*SPOT,DOG,WHITE,BROWN,Male,2014-01-01,2017-01-01,NORMAL,STRAY,FIELD,,2017-01-15,"4200 BLK PINE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,33.83215089999999,-118.1938143,Alive on Intake,False,1,"33.83215089999999, -118.1938143"
A668291,LEIA,DOG,RED,WHITE,Spayed,2018-12-19,2021-12-19,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG PEOPLE,2022-04-09,"4200 BLK WALNUT AVE, LONG BEACH, CA 90807",LONG BEACH,FOSTER TO ADOPT,,33.8347227,-118.1717485,Alive on Intake,False,1,"33.8347227, -118.1717485"
A597955,*HARVEY,DOG,WHITE,GRAY,Neutered,2011-09-29,2017-10-25,NORMAL,OWNER SURRENDER,OTC,AGG ANIMAL,2017-12-15,"4200 DINA CT, CYPRESS, CA 90630",OUT OF AREA,RESCUE,OTHER RESC,33.8156506,-118.0583127,Alive on Intake,False,1,"33.8156506, -118.0583127"
A652438,XENA,DOG,BLACK,BROWN,Spayed,2015-12-20,2020-12-20,NORMAL,OWNER SURRENDER,OTC,MOVE,2021-01-17,"4200 E PATERO WAY, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,33.7950129,-118.1437841,Alive on Intake,False,1,"33.7950129, -118.1437841"
A610441,PONGY,DOG,BROWN,,Spayed,2017-06-30,2018-06-30,FRACTIOUS,OWNER SURRENDER,OTC,NO TIME,2018-07-27,"4242 E MASSACHUSETTS AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,33.7687898,-118.1427026,Alive on Intake,False,1,"33.7687898, -118.1427026"
A604706,COLLIE,DOG,BLACK,WHITE,Female,2017-03-10,2018-03-10,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2018-03-10,"4300 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,33.834476,-118.1846659,Alive on Intake,False,1,"33.834476, -118.1846659"
A586257,KIRBY,DOG,WHITE,,Neutered,2014-02-24,2017-02-24,NORMAL,OWNER SURRENDER,OTC,NO HOME,2017-03-08,"4300 BLK BOYAR AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,,33.8360293,-118.17455,Alive on Intake,False,1,"33.8360293, -118.17455"
A638076,HARRY,DOG,WHITE,BLACK,Neutered,2017-12-05,2020-03-27,BEHAVIOR  MODERATE,OWNER SURRENDER,,BITES,2020-05-05,"4300 BLK BOYAR AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LIVELOVE,33.8360293,-118.17455,Alive on Intake,False,1,"33.8360293, -118.17455"
A698918,*FELICITY,DOG,GOLD,,Female,2015-06-02,2023-05-17,NORMAL,STRAY,OTC,,2023-06-22,4300 BLK CARSON ST LB CA 90808,LONG BEACH,ADOPTION,,33.8322738,-118.1424493,Alive on Intake,False,1,"33.8322738, -118.1424493"
A357598,DAISY,DOG,BROWN,,Spayed,2018-01-13,2019-07-11,AGED,STRAY,FIELD,,2019-07-11,"4300 BLK CERRITOS AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8346185,-118.1767643,Alive on Intake,False,1,"33.8346185, -118.1767643"
A593354,*FENTON,DOG,TAN,,Male,2016-07-12,2017-07-12,NORMAL,STRAY,OTC,,2017-07-19,"4300 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7856086,-118.1426149,Alive on Intake,False,1,"33.7856086, -118.1426149"
A672308,*BABE RUTH,DOG,GRAY,BROWN,Male,2020-03-26,2022-03-26,NORMAL,STRAY,ABAN FIELD,,2022-04-03,"6400 BLK E CARSON ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,,33.8321868,-118.107695,Alive on Intake,False,1,"33.8321868, -118.107695"
A709469,BUDDY,DOG,GRAY,,Neutered,2020-10-28,2023-10-28,NORMAL,STRAY,OTC,,2023-11-09,4300 BLK E OLYMPIC PLAZA LONG BEACH CA 90803,LONG BEACH,ADOPTION,,33.7583026,-118.1449863,Alive on Intake,False,1,"33.7583026, -118.1449863"
A703377,*BOOKER,DOG,BLACK,TAN,Neutered,2021-09-30,2023-07-22,NORMAL,STRAY,OTC,,2023-10-29,"6400 BLK E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,33.8104232,-118.1075778,Alive on Intake,False,1,"33.8104232, -118.1075778"
A678781,*TOTTIE,DOG,CREAM,,Spayed,2022-05-02,2022-07-02,NORMAL,STRAY,OTC,,2022-07-30,"6400 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,,33.8096099,-118.1076044,Alive on Intake,False,1,"33.8096099, -118.1076044"
A610795,*LIZ,DOG,BLACK,,Female,2014-07-08,2018-07-08,NORMAL,STRAY,OTC,,2018-09-07,"6400 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,BEH MODERA,33.8096099,-118.1076044,Alive on Intake,True,0,"33.8096099, -118.1076044"
A719208,RAIDER,DOG,WHITE,GRAY,Neutered,2021-10-19,2024-04-19,INJURED  MILD,STRAY,OTC,,2024-04-25,6400 BLK E SPRING STREET LONG BEACH CA 90808,LONG BEACH,RESCUE,SPARKYGANG,33.8104232,-118.1075778,Alive on Intake,False,1,"33.8104232, -118.1075778"
A624911,*SNEEZY,DOG,BLACK,WHITE,Female,2019-04-07,2019-04-18,NORMAL,OWNER SURRENDER,OTC,,2019-04-20,"4300 BLK HEATHER RD, LONG BEACH, CA 90808",LONG BEACH,RESCUE,PRICELESSP,33.8363322,-118.1313726,Alive on Intake,False,1,"33.8363322, -118.1313726"
A729204,*REMINGTON,DOG,BROWN,BLACK,Neutered,2014-10-04,2024-10-04,NORMAL,STRAY,OTC,,2024-10-13,6400 BLK E SPRING STREET LONG BEACH CA 90815,LONG BEACH,ADOPTION,WEB,33.8096099,-118.1076044,Alive on Intake,False,1,"33.8096099, -118.1076044"
A720420,*SILVERADO,DOG,BLACK,WHITE,Neutered,2022-05-08,2024-08-23,NORMAL,RETURN,ADOPTION,,,6400 BLK FALCON AVE LONG BEACH CA 90805,LONG BEACH,,,33.8719337,-118.1740867,Alive on Intake,False,1,"33.8719337, -118.1740867"
A560672,RYUU,DOG,TAN,,Male,2014-03-26,2017-09-12,NORMAL,STRAY,FIELD,,2017-09-12,"4300 BLK PEPPERWOOD AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,TAG ID,33.8361816,-118.1413951,Alive on Intake,False,1,"33.8361816, -118.1413951"
A728050,BRODY,DOG,TAN,WHITE,Male,2022-09-01,2024-09-01,NORMAL,STRAY,FIELD,,2024-09-03,"6400 BLK INDIANA AVE, LB 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8712239,-118.1532458,Alive on Intake,False,1,"33.8712239, -118.1532458"
A598789,*BISCUIT,DOG,TAN,,Neutered,2015-10-14,2017-10-14,NORMAL,STRAY,OTC,,2017-12-02,"6400 BLK JOHNSON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,REMOTE EVT,33.8712204,-118.1521995,Alive on Intake,False,1,"33.8712204, -118.1521995"
A674991,MAXIMUS,DOG,BLACK,WHITE,Male,2021-05-20,2022-05-17,NORMAL,STRAY,FIELD,,2022-05-17,"4300 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.836754,-118.1690618,Alive on Intake,False,1,"33.836754, -118.1690618"
A591992,*YUKI,DOG,GOLD,,Female,2016-06-16,2017-06-16,NORMAL,STRAY,FIELD,,2017-06-28,"6400 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,33.8706536,-118.2014215,Alive on Intake,False,1,"33.8706536, -118.2014215"
A666992,CHARLIE,DOG,TAN,WHITE,Neutered,2018-11-19,2021-11-19,NORMAL,STRAY,FIELD,,2022-03-02,"6400 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8706536,-118.2014215,Alive on Intake,False,1,"33.8706536, -118.2014215"
A719113,*SUMMER,DOG,BROWN,BLACK,Spayed,2023-06-19,2024-04-18,NORMAL,STRAY,OTC,,2024-04-24,6400 BLK ORIZABA AVE LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.871077,-118.1576389,Alive on Intake,False,1,"33.871077, -118.1576389"
A606230,MISTER,DOG,TAN,,Neutered,2017-04-14,2018-04-14,NORMAL,STRAY,OTC,,2018-08-15,"4300 E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8629354,-118.1519525,Alive on Intake,False,1,"33.8629354, -118.1519525"
A527270,JACKSON,DOG,BLUE,,Neutered,2014-03-05,2019-01-05,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-12-22,"4300 MONTAIR AVE, LONG BEACH, CA 90808",DISTRICT8,RESCUE,LIVELOVE,33.8361324,-118.1262791,Alive on Intake,False,1,"33.8361324, -118.1262791"
A637771,*HASHBROWN,DOG,BROWN,,Neutered,2019-04-20,2020-01-26,BEHAVIOR  MODERATE,RETURN,ADOPTION,AGG PEOPLE,2020-04-15,"4300 RADNOR AVE, LAKEWOOD, CA 90713",SEAACA,RESCUE,LIVELOVE,33.8361286,-118.1183401,Alive on Intake,False,1,"33.8361286, -118.1183401"
A590236,MILA,DOG,WHITE,BLACK,Spayed,2016-03-15,2017-05-13,NORMAL,OWNER SURRENDER,OTC,NO TIME,2017-05-14,"6400 E CANTEL ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7981113,-118.1077326,Alive on Intake,False,1,"33.7981113, -118.1077326"
A617513,DINO,DOG,GRAY,WHITE,Neutered,2011-11-14,2018-11-13,NORMAL,STRAY,OTC,,2018-11-14,"6400 E DON JULIO ST, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.8012512,-118.1079152,Alive on Intake,False,1,"33.8012512, -118.1079152"
