animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A718125,,DOG,BROWN,WHITE,Male,2023-04-05,2024-04-05,NORMAL,STRAY,OTC,,2024-04-06,"8500 BLOCK ALONDRA BLVD, PARAMOUNT, CA",OUT OF AREA,TRANSFER,LA CITY,33.8891777,-118.1513322,Alive on Intake,FALSE,1,"{'lon': -118.1513322, 'lat': 33.8891777}"
A610719,,BIRD,BLACK,,Unknown,,2018-07-06,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-07-06,"8600 BLK BLOOMFEILD AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,UNDRAGE/WT,33.8871745,-118.0641585,Alive on Intake,TRUE,0,"{'lon': -118.0641585, 'lat': 33.8871745}"
A673506,,OTHER,BROWN,,Unknown,,2022-04-24,ILL SEVERE,WILDLIFE,FIELD,,2022-04-24,"865 MARVISTA AVE, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,INJ SEVERE,33.74769930000001,-118.1026571,Alive on Intake,TRUE,0,"{'lon': -118.1026571, 'lat': 33.74769930000001}"
A704150,FLINTLOCKWOOD,RABBIT,WHITE,GRAY,Male,2020-08-03,2023-08-03,NORMAL,OWNER SURRENDER,OTC,,2023-08-04,8700 BLK DE VILLE CIRCLE HUNTINGTON BEACH CA 92647,OUT OF AREA,RESCUE,RABBITRES,33.7211982,-117.9758503,Alive on Intake,FALSE,1,"{'lon': -117.9758503, 'lat': 33.7211982}"
A625508,LUCKY,DOG,BROWN,WHITE,Male,2017-04-28,2019-07-04,NORMAL,STRAY,OTC,,2019-07-12,"8740 RAMONA ST, BELLFLOWER, CA 90706",SEAACA,RETURN TO OWNER,WEB,33.8726083,-118.1452973,Alive on Intake,FALSE,1,"{'lon': -118.1452973, 'lat': 33.8726083}"
A647922,,BIRD,GRAY,WHITE,Unknown,,2020-08-28,INJURED  MODERATE,WILDLIFE,FIELD,,2020-08-28,"888 OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,OTHER WILD,33.739553,-118.106347,Alive on Intake,FALSE,1,"{'lon': -118.106347, 'lat': 33.739553}"
A678819,,REPTILE,GREEN,RED,Unknown,2021-07-03,2022-07-03,NORMAL,WILDLIFE,FIELD,,2022-07-03,"888 OCEAN AVE, SEAL BEACH, CA 990740",SEAL BEACH,RETURN TO WILD HABITAT,,33.739553,-118.106347,Alive on Intake,FALSE,1,"{'lon': -118.106347, 'lat': 33.739553}"
A738073,*JAMESON,DOG,BLACK,,Neutered,2024-09-12,2025-03-12,NORMAL,STRAY,OTC,,2025-03-21,"890 BLK 26TH WAY, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,33.8048233,-118.20329,Alive on Intake,FALSE,1,"{'lon': -118.20329, 'lat': 33.8048233}"
A695199,OSO,DOG,BLACK,TAN,Neutered,2021-12-04,2023-04-02,NORMAL,RETURN,ADOPTION,AFRAID,2023-09-23,"8900 BLK OWENSMOUTH AVE, CANOGA PARK, CA 91304",LONG BEACH,ADOPTION,WEB,34.2317196,-118.601481,Alive on Intake,FALSE,1,"{'lon': -118.601481, 'lat': 34.2317196}"
A596697,BREE,DOG,BLUE,WHITE,Female,2014-09-07,2017-09-07,NORMAL,STRAY,FIELD,,2017-09-15,"8TH ST / LIME AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7765491,-118.1836903,Alive on Intake,FALSE,1,"{'lon': -118.1836903, 'lat': 33.7765491}"
A618827,JAX,DOG,BLACK,,Neutered,2016-12-14,2019-07-18,NORMAL,STRAY,OTC,,2019-08-14,"8TH ST / OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,33.7765483,-118.182423,Alive on Intake,FALSE,1,"{'lon': -118.182423, 'lat': 33.7765483}"
A680946,*SAPPHIRE,CAT,CALICO,,Female,2022-06-27,2022-07-27,UNDER AGE/WEIGHT,STRAY,OTC,,2022-07-29,"90 BLK S PINE AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,,33.7646504,-118.1921174,Alive on Intake,FALSE,1,"{'lon': -118.1921174, 'lat': 33.7646504}"
A598438,,REPTILE,GREEN,,Unknown,2016-10-08,2017-10-08,NORMAL,STRAY,OTC,,2017-10-16,"90 BLK S PINE AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,SC REPTILE,33.7646504,-118.1921174,Alive on Intake,FALSE,1,"{'lon': -118.1921174, 'lat': 33.7646504}"
A664027,KATSU,CAT,SEAL PT,,Neutered,2021-08-18,2021-09-18,UNDER AGE/WEIGHT,STRAY,OTC,,2021-09-30,"900 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,33.7779945,-118.1790288,Alive on Intake,FALSE,1,"{'lon': -118.1790288, 'lat': 33.7779945}"
A599842,YUKI,CAT,LYNX PT,WHITE,Neutered,2017-09-08,2017-11-08,NORMAL,STRAY,OTC,,2017-11-19,"900 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7779945,-118.1790288,Alive on Intake,FALSE,1,"{'lon': -118.1790288, 'lat': 33.7779945}"
A636875,,DOG,BROWN,TAN,Female,2016-11-30,2019-11-30,NORMAL,STRAY,OTC,,2019-12-06,"900 BLK 23RD ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.79893,-118.1817648,Alive on Intake,FALSE,1,"{'lon': -118.1817648, 'lat': 33.79893}"
A638317,DEXTER,CAT,BROWN,BLACK,Male,2013-01-08,2020-01-08,BEHAVIOR  MILD,QUARANTINE,,BITES,2020-01-16,"900 BLK 70TH WAY, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.882509,-118.1816622,Alive on Intake,FALSE,1,"{'lon': -118.1816622, 'lat': 33.882509}"
A638317,DEXTER,CAT,BROWN,BLACK,Male,2013-01-08,2020-02-02,NORMAL,OWNER SURRENDER,OTC,NO TIME,2020-02-07,"900 BLK 70TH WAY, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.882509,-118.1816622,Alive on Intake,FALSE,1,"{'lon': -118.1816622, 'lat': 33.882509}"
A725278,BATMAN,DOG,WHITE,BLACK,Male,2021-07-23,2024-07-23,NORMAL,WELFARE SEIZED,HOSPITAL,,2024-08-01,900 BLK ALAMITOS AVE,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7779945,-118.1790288,Alive on Intake,FALSE,1,"{'lon': -118.1790288, 'lat': 33.7779945}"
A632123,A632123*BEN,CAT,GRAY,WHITE,Neutered,2016-08-17,2019-08-17,FRACTIOUS,STRAY,OTC,,2019-09-12,"900 BLK APPLETON ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7697377,-118.1818945,Alive on Intake,FALSE,1,"{'lon': -118.1818945, 'lat': 33.7697377}"
A740978,*JENKINS,DOG,BROWN,WHITE,Male,2022-05-20,2025-05-20,NORMAL,STRAY,FIELD,,,900 BLK ATLANTIC AVE LONG BEACH CA 90813,LONG BEACH,,,33.777769,-118.1850596,Alive on Intake,FALSE,1,"{'lon': -118.1850596, 'lat': 33.777769}"
A607948,,BIRD,WHITE,BROWN,Unknown,,2018-05-21,INJURED  SEVERE,WILDLIFE,FIELD,,2018-05-22,"900 BLK ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7777707,-118.1850455,Alive on Intake,TRUE,0,"{'lon': -118.1850455, 'lat': 33.7777707}"
A723643,,WILD,GRAY,BLACK,Unknown,,2024-06-29,ILL SEVERE,WILDLIFE,FIELD,,2024-06-29,"900 BLK BELMONT AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,INJ SEVERE,33.778056,-118.144801,Alive on Intake,TRUE,0,"{'lon': -118.144801, 'lat': 33.778056}"
A585574,,CAT,GRAY TABBY,,Unknown,2014-02-09,2017-02-09,ILL MILD,STRAY,OTC,,2017-02-09,"900 BLK BELMONT AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,33.778056,-118.144801,Alive on Intake,TRUE,0,"{'lon': -118.144801, 'lat': 33.778056}"
A592053,,REPTILE,RED,YELLOW,Unknown,,2017-06-17,NORMAL,WILDLIFE,FIELD,,2017-06-23,"900 BLK BLUE HERON, SEAL BEACH, CA 90740",SEAL BEACH,RETURN TO WILD HABITAT,,33.7496956,-118.0913106,Alive on Intake,FALSE,1,"{'lon': -118.0913106, 'lat': 33.7496956}"
A719081,*TIMPANI,DOG,BLACK,,Neutered,2022-04-18,2024-04-18,NORMAL,STRAY,OTC,,2024-05-18,900 BLK CEDAR AVE LONG BEACH CA 90813,LONG BEACH,RESCUE,,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A719080,*TAMBOURINE,DOG,TAN,,Spayed,2019-04-25,2024-04-18,NORMAL,STRAY,OTC,,2024-05-03,900 BLK CEDAR AVE LONG BEACH CA 90813,LONG BEACH,ADOPTION,WEB,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A611030,*FURY,CAT,BLACK,,Neutered,2016-07-13,2018-07-13,ILL MILD,STRAY,FIELD,,2018-07-25,"900 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A607645,ZOEY,CAT,GRAY TABBY,WHITE,Spayed,2018-03-16,2018-05-16,NORMAL,STRAY,OTC,,2018-06-02,"900 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SWTPEARES,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A605590,,WILD,BROWN,BLACK,Unknown,,2018-03-31,INJURED  SEVERE,WILDLIFE,FIELD,,2018-03-31,"900 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,DIED,ENROUTE,33.7777598,-118.1950735,Alive on Intake,TRUE,0,"{'lon': -118.1950735, 'lat': 33.7777598}"
A642619,,WILD,GRAY,WHITE,Unknown,,2020-05-12,INJURED  SEVERE,WILDLIFE,FIELD,,2020-05-12,"900 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,LBAH,33.7777598,-118.1950735,Alive on Intake,FALSE,1,"{'lon': -118.1950735, 'lat': 33.7777598}"
A671514,*HARLOW,CAT,GRAY TABBY,,Female,2021-03-10,2022-03-10,NORMAL,STRAY,OTC,,2022-03-11,"900 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.77815470000001,-118.1777972,Alive on Intake,FALSE,1,"{'lon': -118.1777972, 'lat': 33.77815470000001}"
A671516,,CAT,ORG TABBY,,Male,2022-03-03,2022-03-10,NORMAL,STRAY,OTC,,2022-03-11,"900 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.77815470000001,-118.1777972,Alive on Intake,FALSE,1,"{'lon': -118.1777972, 'lat': 33.77815470000001}"
A722553,,BIRD,WHITE,,Unknown,,2024-06-09,UNDER AGE/WEIGHT,STRAY,OTC,,2024-06-09,900 BLK CHERRY AVE LONG BEACH CA 90813,LONG BEACH,TRANSFER,OTHER RESC,33.7781824,-118.1674333,Alive on Intake,FALSE,1,"{'lon': -118.1674333, 'lat': 33.7781824}"
A587262,*APPLE,CAT,ORG TABBY,,Male,2017-01-18,2017-03-18,NORMAL,STRAY,OTC,,2017-03-24,"900 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7781824,-118.1674333,Alive on Intake,FALSE,1,"{'lon': -118.1674333, 'lat': 33.7781824}"
A697994,*ORGTAB,CAT,ORG TABBY,,Male,2023-04-25,2023-05-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-06-14,"900 BLK CHESTER PL, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7774657,-118.2025378,Alive on Intake,FALSE,1,"{'lon': -118.2025378, 'lat': 33.7774657}"
A672881,,CAT,WHITE,,Male,2017-04-09,2022-04-09,ILL SEVERE,STRAY,FIELD,,2022-04-09,"900 BLK CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7781427,-118.1533055,Alive on Intake,TRUE,0,"{'lon': -118.1533055, 'lat': 33.7781427}"
A637947,,DOG,TAN,BLACK,Female,2019-08-27,2019-12-27,NORMAL,STRAY,OTC,,2020-01-03,"900 BLK CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7781427,-118.1533055,Alive on Intake,FALSE,1,"{'lon': -118.1533055, 'lat': 33.7781427}"
A643486,,CAT,GRAY,WHITE,Unknown,2020-05-04,2020-06-04,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-05,"900 BLK DAISY AVE, LONG BEACH, CA 90803",LONG BEACH,DIED,ENROUTE,33.7788586,-118.1992729,Alive on Intake,TRUE,0,"{'lon': -118.1992729, 'lat': 33.7788586}"
A643727,*DOUGHNUT,CAT,BLACK,,Male,2020-05-05,2020-06-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-17,"900 BLK DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,33.7788586,-118.1992729,Alive on Intake,FALSE,1,"{'lon': -118.1992729, 'lat': 33.7788586}"
A687603,,DOG,TAN,WHITE,Male,2022-05-01,2022-10-29,ILL MILD,STRAY,OTC,,2022-10-29,"900 BLK DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SPARKYGANG,33.7788586,-118.1992729,Alive on Intake,FALSE,1,"{'lon': -118.1992729, 'lat': 33.7788586}"
A702954,*ITTY BITTY,CAT,GRAY TABBY,,Spayed,2023-06-24,2023-07-15,UNDER AGE/WEIGHT,STRAY,OTC,,2023-07-21,900 BLK E 10TH STREET LONG BEACH CA 90813,LONG BEACH,RESCUE,CATPAWS,33.778649,-118.18109,Alive on Intake,FALSE,1,"{'lon': -118.18109, 'lat': 33.778649}"
A702956,*POLKA DOT,CAT,GRAY TABBY,,Neutered,2023-06-24,2023-07-15,UNDER AGE/WEIGHT,STRAY,OTC,,2023-07-21,900 BLK E 10TH STREET LONG BEACH CA 90813,LONG BEACH,RESCUE,CATPAWS,33.778649,-118.18109,Alive on Intake,FALSE,1,"{'lon': -118.18109, 'lat': 33.778649}"
A697341,*CHALULA,CAT,WHITE,BLACK,Spayed,2023-04-20,2023-04-23,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-17,900 BLK E 19TH ST LB 90806,LONG BEACH,ADOPTION,,33.7915571,-118.1816361,Alive on Intake,FALSE,1,"{'lon': -118.1816361, 'lat': 33.7915571}"
A684318,,BIRD,BROWN,,Unknown,2021-09-17,2022-09-17,INJURED  MILD,WILDLIFE,FIELD,,2022-09-17,"900 BLK E 27TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,ILL SEVERE,33.8062018,-118.1817363,Alive on Intake,TRUE,0,"{'lon': -118.1817363, 'lat': 33.8062018}"
A590352,,CAT,BRN TABBY,WHITE,Male,2017-03-16,2017-05-16,NORMAL,STRAY,FIELD,,2017-06-04,"900 BLK E 2ND ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLELION,33.768555,-118.1822623,Alive on Intake,FALSE,1,"{'lon': -118.1822623, 'lat': 33.768555}"
A711767,,WILD,GRAY,BLACK,Unknown,,2023-12-11,INJURED  SEVERE,WILDLIFE,FIELD,,2023-12-11,"900 BLK E 2ND ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,33.768555,-118.1822623,Alive on Intake,TRUE,0,"{'lon': -118.1822623, 'lat': 33.768555}"
A610757,,DOG,BLACK,WHITE,Male,2009-07-07,2018-07-07,INJURED  MILD,STRAY,FIELD,,2018-07-08,"900 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7729901,-118.1806251,Alive on Intake,TRUE,0,"{'lon': -118.1806251, 'lat': 33.7729901}"
A500294,K-9,DOG,BLACK,BROWN,Male,2011-07-27,2019-07-31,NORMAL,WELFARE SEIZED,POLICE,,2019-07-31,"900 BLK E ANAHEIM ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7824185,-118.1814212,Alive on Intake,FALSE,1,"{'lon': -118.1814212, 'lat': 33.7824185}"
A655392,,WILD,GRAY,BLACK,Unknown,2019-03-25,2021-03-25,ILL MODERATETE,WILDLIFE,FIELD,,2021-03-25,"900 BLK E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL MODERA,33.7691655,-118.1820586,Alive on Intake,TRUE,0,"{'lon': -118.1820586, 'lat': 33.7691655}"
A705704,KID,DOG,TAN,,Neutered,2022-08-29,2023-08-29,ILL MODERATETE,OWNER SURRENDER,FIELD,,2023-09-09,"900 BLK E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"{'lon': -118.1820586, 'lat': 33.7691655}"
A656034,,REPTILE,BROWN,BLACK,Unknown,,2021-04-08,NORMAL,STRAY,FIELD,,2021-04-15,"900 BLK E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,RESCUE,SC REPTILE,33.7691655,-118.1820586,Alive on Intake,FALSE,1,"{'lon': -118.1820586, 'lat': 33.7691655}"
A736232,WRECKIT RALPH,CAT,BRN TABBY,WHITE,Neutered,2024-10-30,2025-01-30,INJURED  SEVERE,STRAY,OTC,,2025-02-14,"900 BLK E EL SEGUNDO BLVD, LOS ANGELES, CA 90059",OUT OF AREA,ADOPTION,WEB,33.9163727,-118.2595059,Alive on Intake,FALSE,1,"{'lon': -118.2595059, 'lat': 33.9163727}"
A517597,DELGADO,DOG,TAN,,Neutered,2012-06-18,2017-09-01,NORMAL,OWNER SURRENDER,OTC,MOVE,2017-11-06,"900 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,BEH MODERA,33.8670898,-118.1818136,Alive on Intake,TRUE,0,"{'lon': -118.1818136, 'lat': 33.8670898}"
A669470,*CALI,DOG,WHITE,TAN,Female,2016-01-18,2022-01-16,ILL MILD,STRAY,OTC,,2022-01-21,"900 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SPARKYGANG,33.8670898,-118.1818136,Alive on Intake,FALSE,1,"{'lon': -118.1818136, 'lat': 33.8670898}"
A726801,,CAT,BRN TABBY,,Male,2024-06-28,2024-08-13,ILL SEVERE,STRAY,FIELD,,2024-08-14,"900 BLK E HILL ST, LONG BEACH, CA",LONG BEACH,EUTHANASIA,AT VET,33.797035,-118.1816462,Alive on Intake,TRUE,0,"{'lon': -118.1816462, 'lat': 33.797035}"
A658568,*DORITO,CAT,BLACK,,Spayed,2021-04-30,2021-06-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-12-26,"900 BLK E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,RESCUE,KITTYBUNGA,33.8448375,-118.1827307,Alive on Intake,FALSE,1,"{'lon': -118.1827307, 'lat': 33.8448375}"
A667147,*PETER PETTIGREW,CAT,BRN TABBY,,Neutered,2013-11-24,2021-11-24,ILL MODERATETE,STRAY,OTC,,2022-01-22,"900 BLK E NEVADA ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.8015201,-118.1812683,Alive on Intake,FALSE,1,"{'lon': -118.1812683, 'lat': 33.8015201}"
A651329,*PERIDOT,CAT,GRAY,WHITE,Neutered,2020-09-11,2020-11-11,NORMAL,STRAY,OTC,,2020-11-15,"900 BLK E NEW YORK, LONG BEACH CA 90813",LONG BEACH,ADOPTION,WEB,33.7848676,-118.1817796,Alive on Intake,FALSE,1,"{'lon': -118.1817796, 'lat': 33.7848676}"
A651327,*GEODE,CAT,CREAM,WHITE,Male,2020-09-11,2020-11-11,NORMAL,STRAY,OTC,,2020-11-19,"900 BLK E NEW YORK, LONG BEACH CA 90813",LONG BEACH,RESCUE,CATPAWS,33.7848676,-118.1817796,Alive on Intake,FALSE,1,"{'lon': -118.1817796, 'lat': 33.7848676}"
A728873,*BLINKS,CAT,BLACK,WHITE,Neutered,2024-07-22,2024-09-21,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-20,900 BLK E PACIFIC COAST HIGHWAY LONG BEACH CA 90806,LONG BEACH,RESCUE,LITTLELION,33.7898666,-118.1815925,Alive on Intake,FALSE,1,"{'lon': -118.1815925, 'lat': 33.7898666}"
A622071,,CAT,BLACK,WHITE,Male,2018-10-19,2019-02-17,INJURED  SEVERE,STRAY,FIELD,,2019-02-20,"900 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,33.7898562,-118.1815922,Alive on Intake,FALSE,1,"{'lon': -118.1815922, 'lat': 33.7898562}"
A715501,,RABBIT,RED PT,,Male,2022-02-23,2024-02-23,INJURED  MODERATE,STRAY,OTC,,2024-02-23,900 BLK E SOUTH STREET LONG BEACH CA 90805,LONG BEACH,EUTHANASIA,INJ SEVERE,33.8600986,-118.1820236,Alive on Intake,TRUE,0,"{'lon': -118.1820236, 'lat': 33.8600986}"
A592079,KING TUT,DOG,BROWN,WHITE,Male,2013-06-18,2018-04-02,NORMAL,STRAY,FIELD,,2018-07-19,"900 BLK E SPRING ST, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,TIME/SPACE,33.8115178,-118.1817464,Alive on Intake,TRUE,0,"{'lon': -118.1817464, 'lat': 33.8115178}"
A690797,*SHERLOCK,CAT,GRAY,WHITE,Neutered,2022-11-21,2022-12-21,FRACTIOUS,STRAY,OTC,,2022-12-21,"900 BLK E VERNON ST, SIGNAL HILL, CA 90755",LONG BEACH,ADOPTION,WEB,33.8035026,-118.1817349,Alive on Intake,FALSE,1,"{'lon': -118.1817349, 'lat': 33.8035026}"
A714620,*JULIUS,CAT,WHITE,BROWN,Neutered,2020-02-07,2024-02-07,INJURED  MILD,STRAY,OTC,,2024-04-02,900 BLK E VERNON STREET SIGNAL HILL CA 90755,SIGNAL HILL,COMMUNITY CAT,FRIENDLY,33.8035026,-118.1817349,Alive on Intake,FALSE,1,"{'lon': -118.1817349, 'lat': 33.8035026}"
A705617,*WANDA,CAT,CALICO,,Female,2023-08-10,2023-08-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-11-01,900 BLK E VIA WANDA LONG BEACH CA 90805,LONG BEACH,ADOPTION,,33.8508415,-118.1812124,Alive on Intake,FALSE,1,"{'lon': -118.1812124, 'lat': 33.8508415}"
A705617,*WANDA,CAT,CALICO,,Female,2023-08-10,2023-11-02,INJURED  MILD,RETURN,,,2023-11-08,900 BLK E VIA WANDA LONG BEACH CA 90805,LONG BEACH,ADOPTION,,33.8508415,-118.1812124,Alive on Intake,FALSE,1,"{'lon': -118.1812124, 'lat': 33.8508415}"
A715491,MAX,DOG,SEAL,WHITE,Neutered,2023-11-08,2024-02-23,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2024-02-28,900 BLK E VIA WANDA LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.8508415,-118.1812124,Alive on Intake,FALSE,1,"{'lon': -118.1812124, 'lat': 33.8508415}"
A688084,PETEY,DOG,WHITE,,Neutered,2020-11-05,2022-09-13,NORMAL,STRAY,FIELD,,2022-11-05,"900 BLK E WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,,33.818711,-118.1813482,Alive on Intake,FALSE,1,"{'lon': -118.1813482, 'lat': 33.818711}"
A664932,*BLACKHAWK,CAT,BLACK,WHITE,Female,2021-08-22,2021-10-06,NORMAL,STRAY,FIELD,,2021-10-14,"900 BLK E WILLOW ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,,33.8040728,-118.181635,Alive on Intake,FALSE,1,"{'lon': -118.181635, 'lat': 33.8040728}"
A686936,*BONZAI,DOG,WHITE,FAWN,Neutered,2021-10-15,2022-10-15,NORMAL,STRAY,OTC,,2022-10-26,"900 BLK E. 33RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.8170602,-118.1817631,Alive on Intake,FALSE,1,"{'lon': -118.1817631, 'lat': 33.8170602}"
A703696,*CROUTON,CAT,ORANGE,WHITE,Spayed,2023-05-12,2023-07-27,ILL MILD,STRAY,OTC,,2024-02-18,900 BLK ELM AVE LONG BEACH CA 90813,LONG BEACH,ADOPTION,WEB,33.7777601,-118.1876672,Alive on Intake,FALSE,1,"{'lon': -118.1876672, 'lat': 33.7777601}"
A625318,,DOG,TAN,WHITE,Female,2009-04-25,2019-04-25,NORMAL,STRAY,FIELD,,2019-05-01,"900 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7777601,-118.1876672,Alive on Intake,FALSE,1,"{'lon': -118.1876672, 'lat': 33.7777601}"
A670787,BABYFACE,CAT,CALICO DIL,,Spayed,,2022-02-17,NORMAL,STRAY,OTC,,2022-02-18,"900 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.77813340000001,-118.1706748,Alive on Intake,FALSE,1,"{'lon': -118.1706748, 'lat': 33.77813340000001}"
A730131,KAMAIRO,CAT,BRN TABBY,,Neutered,2024-08-13,2025-03-08,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2025-03-09,"900 BLK GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7782197,-118.1575591,Alive on Intake,FALSE,1,"{'lon': -118.1575591, 'lat': 33.7782197}"
A730125,KALI,CAT,BRN TABBY,,Neutered,2024-08-13,2025-03-08,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2025-03-09,"900 BLK GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7782197,-118.1575591,Alive on Intake,FALSE,1,"{'lon': -118.1575591, 'lat': 33.7782197}"
A650166,*FEDERICO,CAT,BLACK,,Neutered,2020-08-01,2020-10-16,NORMAL,STRAY,TRAP,,2020-10-29,"900 BLK HARBOR PLZ, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,33.7558166,-118.2028056,Alive on Intake,FALSE,1,"{'lon': -118.2028056, 'lat': 33.7558166}"
A714099,PORKCHOP,CAT,WHITE,GRAY,Neutered,2022-01-28,2024-01-27,NORMAL,OWNER SURRENDER,,,2024-02-18,"900 BLK JUNIPERO AVE, LONG BEACH, CA",LONG BEACH,ADOPTION,WEB,33.7781786,-118.1630323,Alive on Intake,FALSE,1,"{'lon': -118.1630323, 'lat': 33.7781786}"
A698934,,WILD,GRAY,,Unknown,2023-04-17,2023-05-17,INJURED  SEVERE,WILDLIFE,FIELD,,2023-05-17,"900 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,OTHER RESC,33.7781786,-118.1630323,Alive on Intake,FALSE,1,"{'lon': -118.1630323, 'lat': 33.7781786}"
